index,serial,x,y,unit_id,unit_name,owner_id,owner_name,hitpoints_percent,shields_percent,energy_percent,resources,hangar_count,state_flags,valid_state_flags,valid_property_flags,relation_class,related_serial,unused
268,62807744,2608,1456,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
269,62807832,2608,1488,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
270,62807920,2656,1488,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
271,62808008,2656,1456,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
272,62808096,2656,1424,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
273,62808184,2608,1424,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
274,62808272,2560,1424,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
275,62808360,2560,1456,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
276,62808448,2560,1488,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
277,62808536,2560,1520,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
278,62808624,2608,1520,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
279,62808712,2656,1520,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
280,62808800,2704,1520,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
281,62808888,2704,1488,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
282,62808976,2704,1456,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
283,62809064,2704,1424,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
284,62809152,2704,1392,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
285,62809240,2656,1392,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
286,62809328,2608,1392,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
287,62809416,2560,1392,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
288,62809504,2512,1392,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
289,62809592,2512,1424,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
290,62809680,2512,1456,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
291,62809768,2512,1488,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
292,62809856,2512,1520,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
293,62809944,2512,1552,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
294,62810032,2560,1552,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
295,62810120,2608,1552,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
296,62810208,2656,1552,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
297,62810296,2704,1552,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
298,62810384,2752,1552,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
299,62810472,2752,1520,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
300,62810560,2752,1488,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
301,62810648,2752,1456,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
302,62810736,2752,1424,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
303,62810824,2752,1392,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
304,62810912,2752,1360,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
305,62811000,2704,1360,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
306,62811088,2656,1360,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
307,62811176,2608,1360,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
308,62811264,2560,1360,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
309,62811352,2512,1360,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
310,62811488,2464,1360,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
311,62811576,2464,1392,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
312,62811664,2464,1424,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
313,62811752,2464,1456,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
314,62811840,2464,1488,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
315,62811928,2464,1520,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
316,62812016,2464,1552,21,Tom Kazansky,4,Player 5,100,100,100,0,0,17,25,11,0,0,0
317,62812104,3040,3680,156,Protoss Pylon,0,Player 1,100,100,100,0,0,16,24,7,0,0,0
318,62812192,3040,3680,156,Protoss Pylon,0,Player 1,100,100,100,0,0,16,24,7,0,0,0
319,62812280,3168,3680,156,Protoss Pylon,1,Player 2,100,100,100,0,0,16,24,7,0,0,0
320,62812368,3168,3680,156,Protoss Pylon,1,Player 2,100,100,100,0,0,16,24,7,0,0,0
321,62812456,3040,3776,156,Protoss Pylon,2,Player 3,100,100,100,0,0,16,24,7,0,0,0
322,62812544,3040,3776,156,Protoss Pylon,2,Player 3,100,100,100,0,0,16,24,7,0,0,0
323,62812632,3168,3776,156,Protoss Pylon,3,Player 4,100,100,100,0,0,16,24,7,0,0,0
324,62812720,3168,3776,156,Protoss Pylon,3,Player 4,100,100,100,0,0,16,24,7,0,0,0
325,62812808,5104,1664,126,Norad II (Crashed),11,Player 12,100,100,100,0,0,16,24,3,0,0,0
326,62812896,5680,1664,127,Ion Cannon,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
327,62812984,224,4352,36,Zerg Egg,11,Player 12,100,100,100,0,0,0,24,3,0,0,0
328,62813072,5696,2240,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
329,62813160,5696,1824,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
330,62813248,5120,2240,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
331,62813336,5120,1824,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
332,62813424,4544,2240,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
333,62813512,4544,1824,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
334,62813600,3968,2240,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
335,62813688,3968,1824,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
336,62813776,3392,2240,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
337,62813864,3392,1824,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
338,62813952,2816,2240,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
339,62814040,2816,1824,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
340,62814128,2240,2240,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
341,62814216,2240,1824,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
342,62814304,1648,2240,171,Protoss Robotics Support Bay,11,Player 12,100,100,100,0,0,16,24,6,0,0,0
343,62814392,688,2032,97,Lurker Egg,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
344,62814480,528,2256,215,Flag,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
345,62814568,80,1808,215,Flag,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
346,62814656,88,2256,215,Flag,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
347,62814744,520,1808,215,Flag,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
348,62814832,304,2032,13,Spider Mine,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
349,62814920,496,2816,135,Zerg Hydralisk Den,11,Player 12,100,100,100,0,0,0,24,3,0,0,0
350,62815008,1072,2816,151,Zerg Cerebrate,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
351,62815096,1664,2816,141,Zerg Spire,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
352,62815184,1312,2816,38,Zerg Hydralisk,11,Player 12,100,100,100,0,0,16,26,2,0,0,0
353,62815272,1664,2688,103,Zerg Lurker,11,Player 12,100,100,100,0,0,16,26,2,0,0,0
354,62815360,1280,2688,3,Terran Goliath,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
355,62815448,1472,2784,5,Terran Siege Tank (Tank Mode),11,Player 12,100,100,100,0,0,16,24,2,0,0,0
356,62815584,1312,2528,64,Protoss Probe,11,Player 12,100,100,100,0,0,16,24,6,0,0,0
357,62815672,1472,2656,63,Protoss Dark Archon,11,Player 12,100,100,100,0,0,16,24,14,0,0,0
358,62815760,1536,2528,79,Tassadar,11,Player 12,100,100,100,0,0,16,24,14,0,0,0
359,62815848,1376,2432,34,Terran Medic,11,Player 12,100,100,100,0,0,16,24,10,0,0,0
360,62815936,1600,2432,44,Zerg Guardian,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
361,62816024,1824,2384,177,Mineral Field (Type 2),11,Player 12,100,100,100,417,0,16,24,19,0,0,0
362,62816112,1824,2480,177,Mineral Field (Type 2),11,Player 12,100,100,100,100,0,16,24,19,0,0,0
363,62816200,1824,2608,177,Mineral Field (Type 2),11,Player 12,100,100,100,201,0,16,24,19,0,0,0
364,62816288,1824,2736,177,Mineral Field (Type 2),11,Player 12,100,100,100,409,0,16,24,19,0,0,0
365,62816376,1824,2832,177,Mineral Field (Type 2),11,Player 12,100,100,100,600,0,16,24,19,0,0,0
366,62816464,1952,2384,177,Mineral Field (Type 2),11,Player 12,100,100,100,2209,0,16,24,19,0,0,0
367,62816552,2112,2384,177,Mineral Field (Type 2),11,Player 12,100,100,100,500,0,16,24,19,0,0,0
368,62816640,2240,2384,177,Mineral Field (Type 2),11,Player 12,100,100,100,2541,0,16,24,19,0,0,0
369,62816728,1952,2480,177,Mineral Field (Type 2),11,Player 12,100,100,100,306,0,16,24,19,0,0,0
370,62816816,2112,2480,177,Mineral Field (Type 2),11,Player 12,100,100,100,509,0,16,24,19,0,0,0
371,62816904,2240,2480,177,Mineral Field (Type 2),11,Player 12,100,100,100,108,0,16,24,19,0,0,0
372,62816992,2240,2608,177,Mineral Field (Type 2),11,Player 12,100,100,100,606,0,16,24,19,0,0,0
373,62817080,2112,2608,177,Mineral Field (Type 2),11,Player 12,100,100,100,1204,0,16,24,19,0,0,0
374,62817168,1952,2608,177,Mineral Field (Type 2),11,Player 12,100,100,100,25,0,16,24,19,0,0,0
375,62817256,1952,2736,177,Mineral Field (Type 2),11,Player 12,100,100,100,3100,0,16,24,19,0,0,0
376,62817344,1952,2832,177,Mineral Field (Type 2),11,Player 12,100,100,100,1700,0,16,24,19,0,0,0
377,62817432,2112,2832,177,Mineral Field (Type 2),11,Player 12,100,100,100,4735,0,16,24,19,0,0,0
378,62817520,2112,2736,177,Mineral Field (Type 2),11,Player 12,100,100,100,200,0,16,24,19,0,0,0
379,62817608,2240,2736,177,Mineral Field (Type 2),11,Player 12,100,100,100,800,0,16,24,19,0,0,0
380,62817696,2240,2832,177,Mineral Field (Type 2),11,Player 12,100,100,100,409,0,16,24,19,0,0,0
381,62817784,2800,2816,165,Protoss Templar Archives,11,Player 12,100,100,100,0,0,16,24,7,0,0,0
382,62817872,3392,2816,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
383,62817960,3392,2400,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
384,62818048,3968,2816,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
385,62818136,3968,2400,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
386,62818224,4544,2816,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
387,62818312,4544,2400,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
388,62818400,5120,2816,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
389,62818488,5120,2400,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
390,62818576,5696,2816,134,Zerg Nydus Canal,11,Player 12,100,100,100,0,0,16,24,3,0,0,0
391,62818664,5696,2400,137,Zerg Greater Spire,11,Player 12,100,100,100,0,0,16,24,2,0,0,0
